Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF)
2014,Yes,Vending Machine,Sanden,Japan,Capital Goods,Machinery,Comm. equipm. & capital goods,342.462,Estimated from external data based on product description,2403.2,7.02,EcoLeaf,-23.00%,"35% reduction in ""Usage (5 years)"" due to Energy Saving in operation  26% reduction in ""Disposal""",Product carbon efficiency changed,No,0.35979999999999995,0.057699999999999994,0.5825,0.0074,0.08800000000000001
2015,Yes,Vending Machine,Sanden,Japan,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,342.462,Estimated from external data based on product description,2268.1,6.62,EcoLeaf,-6.00%,"30% reduction in ""Usage"" due to energy saving in operation.",Product carbon efficiency changed,No,0.4263,0.0667,0.507,0.008,0.1027
2015,No,Sodium sulphate,Crimidesa,Spain,Chemicals,Not used for 2015 reporting,Chemicals,1000.0,As per company's submission to CDP,180.0,0.18,GHGP,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,sodium sulphate,Crimidesa,Spain,Materials,Chemicals,Chemicals,1000.0,As per company's submission to CDP,140.0,0.14,GHGP,1.10%,Less production,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2013,Yes,IP Phone,"Cisco Systems, Inc.",USA,Technology Hardware & Equipment,Communications Equipment,"Computer, IT & telecom",3.5,Estimated from external data based on product description,278.0,79.43,ISO,(not reported by company),N/a,N/a (no %change reported),Yes,0.19390000000000002,0.07400000000000001,0.7321,0.0014000000000000002,
2013,Yes,Small Rack Mount Switch,"Cisco Systems, Inc.",USA,Technology Hardware & Equipment,Communications Equipment,"Computer, IT & telecom",2.0,Estimated from external data based on product description,1473.0,736.5,ISO,(not reported by company),N/a,N/a (no %change reported),Yes,0.055,0.021,0.924,0.0319,
2014,Yes,Walmart Brand Products,Perfection Bakeries Inc.,USA,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,454.0,Estimated from external data based on product description,164.0,0.36,Not reported,(not reported by company),N/a,N/a (no %change reported),Yes,0.5274,0.2775,0.19510000000000002,0.19510000000000002,
2015,Yes,Walmart Brand Products,Perfection Bakeries Inc.,USA,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,454.0,Estimated from external data based on product description,179.0,0.39,Not reported,9.06%,"We produced 9.86% more Walmart-brand products by weight. Since my estimations are based on weight, more Walmart-brand pounds produced will result in an increase in emissions/unit. In addition, and to a lesser extent, my accounting error in 2013 resulted in me under-reporting emissions for 2013. This also had the effect of my emissions relative to 2013 being a little higher. I also had more emissions overall in 2014 than in 2013.",Model/parameters AND product carbon efficiency changed,Yes,0.48219999999999996,0.25370000000000004,0.264,0.264,
2016,No,Walmart Brand Products,Perfection Bakeries Inc.,USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.454,As per company's submission to CDP,0.141,0.31,Not reported,-2.07%,"We manufactured the same products for Walmart in FY15, so I would expect the emissions to be similar. Our production lbs of Walmart brand products increased 49.3% over FY15, but our emissions per unit stayed relatively constant (-2.07%). Due to mymanufacturing process it is difficult to obtain exact emission numbers for specific Walmart brand products. Thus, I calculate an emissions factor based on company-wide emissions, including all products produced, then multiply this emission factor by the weight of Walmart brand products. Due to this limitation in reporting, by Walmart brand emissions decreased because my emissions for all products decreased.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2016,Yes,GMP (5'-Guanylate),CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1000.0,As per company's submission to CDP,24839.0,24.84,GHGP,-3.09%,"We optimize our production process to maximize productivity and maximize facility utilization efficiency (air compressors / coolers, etc.).? Note : Revision of 2016 SKU unit notation  - Before Change : kg  - After Change : Ton",Product carbon efficiency changed,No,0.34130000000000005,0.6543000000000001,0.0043,0.0040999999999999995,
2016,Yes,I&G (5'-Ribonucleotide),CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1000.0,As per company's submission to CDP,21126.0,21.13,GHGP,-1.38%,"We optimize our production process to maximize productivity and maximize facility utilization efficiency (air compressors / coolers, etc.).? Note : Revision of 2016 SKU unit notation  - Before Change : kg  - After Change : Ton",Product carbon efficiency changed,No,0.2359,0.7593000000000001,0.0049,0.0045000000000000005,
2016,Yes,IMP (5'-Inosinate),CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1000.0,As per company's submission to CDP,18042.0,18.04,GHGP,-0.78%,"We optimize our production process to maximize productivity and maximize facility utilization efficiency (air compressors / coolers, etc.).? Note : Revision of 2016 SKU unit notation  - Before Change : kg  - After Change : Ton",Product carbon efficiency changed,No,0.1672,0.8306999999999999,0.0021,0.0019,
2016,Yes,L-Arginine,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1000.0,As per company's submission to CDP,26836.0,26.84,GHGP,-4.19%,"We optimize our production process to maximize productivity and maximize facility utilization efficiency (air compressors / coolers, etc.).",Product carbon efficiency changed,No,0.2989,0.6984,0.0026,0.0025,
2016,Yes,MSG (Monosodium Glutamate),CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1000.0,As per company's submission to CDP,3859.0,3.86,GHGP,-0.07%,"We optimize our production process to maximize productivity and maximize facility utilization efficiency (air compressors / coolers, etc.).? Note : Revision of 2016 SKU unit notation  - Before Change : kg  - After Change : Ton",Product carbon efficiency changed,No,0.2273,0.7608,0.011899999999999999,0.0111,
2016,No,SUGAR,CJ Cheiljedang,South Korea,"Food, Beverage & Tobacco",Beverages,Food & Beverage,1000.0,As per company's submission to CDP,114.8,0.11,GHGP,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2016,Yes,Nicotine,CONTRAF-NICOTEX-TOBACCO GmbH,Germany,"Food, Beverage & Tobacco",Tobacco,Food & Beverage,1.0,As per company's submission to CDP,16.884,16.88,GHGP,7.00%,(i) reduced output (ii) higher electricity consuption,Product carbon efficiency changed,Yes,0.2357,0.124,0.6403,0.6403,
2013,No,"Organic pigments. PCF value for organic pigments, cradle to gate",Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,Estimated from external data based on product description,26.0,26.0,Not reported,50.00%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2013,No,"PCF value for metal and effect pigments, cradle to gate",Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,Estimated from external data based on product description,26.0,26.0,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,Organic Pigments,Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,Estimated from external data based on product description,26.0,26.0,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Organic Pigments,Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,As per company's submission to CDP,26.0,26.0,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,De-icing fluids,Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,As per company's submission to CDP,1.85,1.85,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Exolit ammonium polyphosphate	,Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,As per company's submission to CDP,5.0,5.0,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Exolit OP phosphinates	,Clariant AG,Switzerland,Materials,Chemicals,Chemicals,1.0,As per company's submission to CDP,9.0,9.0,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,Yes,Sunliquid	,Clariant AG,Switzerland,Materials,Chemicals,Chemicals,0.0333,As per company's submission to CDP,0.004,0.12,JEC/BIOGRACE,(not reported by company),N/a,N/a (no %change reported),Yes,0.2236,0.1185,0.6579,0.6579,
2013,No,"Verre Infini, perfumery glass made only with domestic glass from segregation. Middle bottle weighing 100g",SGD Group,France,Household & Personal Products,Personal Products,Packaging for consumer goods,0.1,As per company's submission to CDP,0.124,1.24,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,Perfumery specific glass. Middle bottle weighing 100g,SGD Group,France,Household & Personal Products,Personal Products,Packaging for consumer goods,0.1,As per company's submission to CDP,0.162,1.62,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,Yes,Interface Brazil Carpet,"Interface, Inc.",USA,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,Estimated from external data based on product description,9.78,2.35,ISO,-10.00%,N/a,No specific reason reported,Yes,0.5946,0.1497,0.2556,,0.0276
2016,Yes,Interface Canada Carpet,"Interface, Inc.",USA,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,Estimated from external data based on product description,11.06,2.66,ISO,-5.00%,N/a,No specific reason reported,Yes,0.5251,0.1322,0.3427,,0.024399999999999998
2013,Yes,Interface United States carpet tile (The average square meter of carpet tile sold as Cool Carpet by our Interface business in the United States),"Interface, Inc.",USA,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,Estimated from external data based on product description,13.39,3.22,ISO,-14.00%,"A product mix with lower average face weight and higher recycled content, combined with a change in calculation methodology for End of Life impacts, resulted in a decrease in emissions per unit.",Product carbon efficiency changed,Yes,0.5489,0.1382,0.3129,,0.0194
2014,Yes,Interface US carpet,"Interface, Inc.",USA,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,Estimated from external data based on product description,12.59,3.02,ISO,-5.97%,Slightly higher yarn weight and higher energy use were offset by increased recycled yarn content and use of renewable electricity.,Product carbon efficiency changed,Yes,0.5463,0.1376,0.3161,,0.021400000000000002
2016,Yes,Interface Global LVT,"Interface, Inc.",USA,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods","Home durables, textiles, & equipment",4.164,Estimated from external data based on product description,17.1,4.11,ISO,(not reported by company),N/a,N/a (no previous data available),Yes,0.5695,0.1434,0.2871,,0.0281
