*PCF-ID,Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Product detail,Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF),*Adjustments to raw data (if any)
73475-1-2016,2016,Yes,Coal,"Please note that this factor is representative of our total coal production profile, and is not strictly based upon production volumes sold to NRG.","CNX Coal Resources, LP",USA,Energy,"Oil, Gas & Consumable Fuels",Chemicals,1000,As per company's submission to CDP,3025,3.03,GHGP,(not reported by company),N/a,N/a (no previous data available),Yes,18.87%,9.99%,71.14%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
8338-1-2014,2014,No,Elevator,UA-11,"Hitachi, Ltd.",Japan,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components","Computer, IT & telecom",2270,Estimated from external data based on product description,9328,4.11,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
8362-1-2016,2016,Yes,Land Cruiser Prado. FJ Cruiser. Dyna trucks. Toyoace.IMV def unit.,"Vehicles for which production is contracted to Hino Motors and the finished products are sold by Toyota Motor Corporation: light-duty trucks, 4WD vehicles and SUV. Unit parts that are installed on Toyota pick-up trucks.","Hino Motors, Ltd.",Japan,Automobiles & Components,Auto Components,Automobiles & components,2272.33,Estimated from external data based on product description,191687,84.36,M. Env. Japan v2.2,-5.00%,Due to production decrease.,Model and/or parameters changed (but not product),No,2.90%,0.25%,96.85%,0.03%,0.15%,"Re-classified GRI BusAct code from ""Electr. Equipm. & Machinery"" to ""Automobiles""; set total CO2e emissions equal to sum of reported stage-level emissions"
8517-1-2014,2014,No,Invercote,"The supply of our SBB product, Invercote, produced in Iggesund's Swedish Mill, omitting Carbon sequestration in forests, transport to customers, emissions associated with product use and speculation over potential end of life scenarios.  The intended application for Invercote is as a raw material for the production of packaging components such as Inner Frame, Hinge Lids and Outer Cartons.",Holmen,Sweden,Materials,Paper & Forest Products,Construction & commercial materials,1000,As per company's submission to CDP,370,0.37,Not reported,-12.00%,Reduction in emissions associated from product manufacturing facilities through efficiencies gained from new recovery boiler.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
8517-1-2015,2015,Yes,Invercote,"The supply of our SBB (solid bleached board) product, Invercote, produced in Iggesund's Swedish Mill, focusing on toes 3 to 7 of our published product specific carbon footprint.",Holmen,Sweden,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000,As per company's submission to CDP,211,0.21,CEPI,-43.00%,Investment in new recovery boiler in Iggesund. Optimisation of the capability of the new equipment Continuous focus on fine tuning and energy appetite reduction.,Product carbon efficiency changed,Yes,19.29%,53.72%,26.99%,26.99%,(included in downstream but not reported separately),None
8517-2-2014,2014,No,Incada,"The supply of our FBB product, Incada, produced in Iggesund's UK Mill, omitting Carbon sequestration in forests, transport to customers, emissions associated with product use and speculation over potential end of life scenarios   The intended application for Incada is as a raw material for the production of packaging components such as Inner Frame, Hinge Lids and Outer Cartons.",Holmen,Sweden,Materials,Paper & Forest Products,Construction & commercial materials,1000,As per company's submission to CDP,292,0.29,Not reported,-75.00%,Reduction in emissions associated from product manufacturing facilities through transfer of principle fuel source from fossil gas to bioenergy following the commissioning of our Bio Mass plant.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
8517-2-2015,2015,Yes,Incada,"The supply of our FBB (folding box board) product, Incada, produced in Iggesund's Workington UK Mill, focusing on toes 3 to 7 of our published product specification carbon footprint",Holmen,Sweden,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",Not used for 2015 reporting,Construction & commercial materials,1000,As per company's submission to CDP,210,0.21,CEPI,-18.00%,Investment in new biomass CHP plant in Worklngton.. Optimisation of the capability of the new equipment. Continuous focus on fine tuning and energy appetite reduction,Product carbon efficiency changed,Yes,22.65%,63.07%,14.29%,14.29%,(included in downstream but not reported separately),None
8663-1-2015,2015,No,4Gb LPDDR2 SDRAM,"High-performance and low-power memory product, which is used as the main storage device of smartphones, notebook computers, etc.",SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.0084,Estimated from external data based on product description,0.634,75.48,Carbon Labeling Certificate,-21.40%,"As applied to high-tech technology, the number of memory chip from one wafer largely increased.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
8663-2-2015,2015,No,64Gb NAND Flash MLC,High performance NAND Flash product used in the field of mobile phone which high-speed processing is required.,SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.0084,Estimated from external data based on product description,0.691,82.26,Carbon Labeling Certificate,-22.40%,"As applied to high-tech technology, the number of memory chip from one wafer largely increased.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
8663-3-2015,2015,No,4Gb LPDDR3 SDRAM,"High-performance and low-power memory product, which is used as the main storage device of smartphones, notebook computers, etc.",SK Hynix,South Korea,Semiconductors & Semiconductors Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.0084,Estimated from external data based on product description,0.735,87.5,Not reported,-8.90%,"As applied to high-tech technology, the number of memory chip from one wafer largely increased.",Product carbon efficiency changed,N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
904-1-2013,2013,No,Organic coated coil for the Nature product range (which includes the products Granite® and Estetic®) having a mean surface mass of 4.7kg. The Nature range of innovative chromium-free organic coated steels for the construction industry is the result of 15 years of research in partnership with paint suppliers to develop safer and greener corrosion-inhibiting pigments.,Organic coated coil for the Nature product range (which includes the products Granite® and Estetic®) having a mean surface mass of 4.7kg. The Nature range of innovative chromium-free organic coated steels for the construction industry is the result of 15 years of research in partnership with paint suppliers to develop safer and greener corrosion-inhibiting pigments.,Arcelor Mittal,Luxembourg,Materials,Metals & Mining,Construction & commercial materials,4.7,As per company's submission to CDP,7.3,1.55,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
904-2-2013,2013,No,Retaining wall structure with a main wall (sheet pile): 136 tonnes of steel sheet piles and 4 tonnes of tierods per 100 meter wall,Retaining wall structure with a main wall (sheet pile): 136 tonnes of steel sheet piles and 4 tonnes of tierods per 100 meter wall,Arcelor Mittal,Luxembourg,Materials,Metals & Mining,Construction & commercial materials,140000,As per company's submission to CDP,167000,1.19,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),N/a (product with insufficient stage-level data),None
9101-1-2015,2015,Yes,Ingenico terminals,Point of sales (Wireless or Countertop),Ingenico,France,Technology Hardware & Equipment,Not used for 2015 reporting,"Computer, IT & telecom",0.6,Estimated from external data based on product description,49.98,83.3,GHGP,(not reported by company),N/a,N/a (no %change reported),No,58.66%,2.79%,38.54%,7.14%,(included in downstream but not reported separately),None
9298-1-2013,2013,Yes,Server CPU,Field not included in 2013 data,Intel Corporation,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.4082331,Estimated from external data based on product description,29,71.04,Not reported,(not reported by company),N/a,N/a (no %change reported),No,24.14%,68.97%,6.90%,6.90%,(included in downstream but not reported separately),None
9298-1-2014,2014,Yes,Server CPU,Microprocessors made for servers,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,"Computer, IT & telecom",0.4082331,Estimated from external data based on product description,29,71.04,Not reported,(not reported by company),N/a,N/a (no %change reported),No,32.07%,54.14%,13.79%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
9298-2-2013,2013,Yes,Desktop CPU,Field not included in 2013 data,Intel Corporation,USA,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",0.4082331,Estimated from external data based on product description,14,34.29,Not reported,(not reported by company),N/a,N/a (no %change reported),No,21.43%,71.43%,7.14%,7.14%,(included in downstream but not reported separately),None
9298-2-2014,2014,Yes,Desktop CPU,Microprocessors made for desktop PCs,Intel Corporation,USA,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,"Computer, IT & telecom",0.4082331,Estimated from external data based on product description,14,34.29,Not reported,(not reported by company),N/a,N/a (no %change reported),No,32.14%,54.29%,13.57%,(included in up/downstream but not reported separately),(included in downstream but not reported separately),None
